imagename,image_url,score,500A,500B,1A,1B,3A,3B,10A,10B,gist_url
sci247.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci247.png,1.29,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci247.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci247.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci247.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/15-sci247.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci247.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/9-sci247.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio104.png
sci1642.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1642.png,1.28,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/38-sci1642.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/45-sci1642.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci1642.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/8-sci1642.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/27-sci1642.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio667.png
sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci129.png,1.24,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/47-sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/6-sci129.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/27-sci129.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio40.png
sci136.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci136.png,1.24,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci136.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/46-sci136.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci136.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/14-sci136.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/12-sci136.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio41.png
sci31.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci31.png,1.23,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/40-sci31.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/46-sci31.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/5-sci31.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci31.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/9-sci31.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio17.png
sci2311.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci2311.png,1.22,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/40-sci2311.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/47-sci2311.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci2311.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci2311.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio866.png
sci1704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1704.png,1.21,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/38-sci1704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/48-sci1704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/6-sci1704.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/15-sci1704.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/8-sci1704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci1704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio683.png
sci299.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci299.png,1.19,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci299.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci299.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci299.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/18-sci299.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/9-sci299.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio135.png
sci1246.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1246.png,1.16,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci1246.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/47-sci1246.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/18-sci1246.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci1246.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio526.png
sci64.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci64.png,1.15,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci64.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/45-sci64.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci64.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/9-sci64.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio25.png
sci1928.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1928.png,1.13,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci1928.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/47-sci1928.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci1928.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio740.png
sci559.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci559.png,1.11,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci559.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci559.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci559.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/14-sci559.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/30-sci559.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio253.png
sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci156.png,1.1,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/45-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/6-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/21-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/15-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci156.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/30-sci156.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio66.png
sci1184.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1184.png,1.1,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci1184.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci1184.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci1184.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci1184.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio506.png
sci2226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci2226.png,1.1,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/42-sci2226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/46-sci2226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/5-sci2226.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/8-sci2226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/27-sci2226.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio813.png
sci588.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci588.png,1.08,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/42-sci588.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/44-sci588.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci588.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/25-sci588.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio262.png
sci1792.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1792.png,1.08,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci1792.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/45-sci1792.png,none,none,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio718.png
sci1115.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1115.png,1.06,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/40-sci1115.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci1115.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/8-sci1115.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/25-sci1115.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio480.png
sci1276.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1276.png,1.06,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci1276.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci1276.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/8-sci1276.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/30-sci1276.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio547.png
sci417.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci417.png,1.02,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci417.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/44-sci417.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/6-sci417.png,none,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio192.png
sci495.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci495.png,0.99,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci495.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/45-sci495.png,none,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/30-sci495.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio233.png
sci293.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci293.png,0.98,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/42-sci293.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/44-sci293.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci293.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci293.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio131.png
sci430.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci430.png,0.97,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/38-sci430.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/46-sci430.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci430.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci430.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio205.png
sci34.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci34.png,0.97,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/42-sci34.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/48-sci34.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci34.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/9-sci34.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci34.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio18.png
sci2291.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci2291.png,0.9,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/37-sci2291.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/48-sci2291.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/18-sci2291.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci2291.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio852.png
sci1615.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1615.png,0.88,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/42-sci1615.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/47-sci1615.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci1615.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/18-sci1615.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci1615.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio652.png
sci704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci704.png,0.87,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/38-sci704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci704.png,none,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/28-sci704.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio297.png
sci1227.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1227.png,0.86,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci1227.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/48-sci1227.png,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/18-sci1227.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci1227.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci1227.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio519.png
sci30.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci30.png,0.84,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/39-sci30.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/48-sci30.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/1-sci30.png,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci30.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/30-sci30.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio9.png
sci981.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci981.png,0.75,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci981.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci981.png,none,none,none,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci981.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio424.png
sci829.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci829.png,0.74,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/40-sci829.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/44-sci829.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/3-sci829.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/15-sci829.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci829.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/26-sci829.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio355.png
sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci1931.png,0.72,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/41-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/43-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/6-sci1931.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/15-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/33-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/10-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/28-sci1931.png,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio743.png
sci2121.png,http://web.cse.ohio-state.edu/~li.8950/data/image/scivis1k/sci2121.png,0.54,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/38-sci2121.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/46-sci2121.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/23-sci2121.png,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/17-sci2121.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/RSNAdraw/7-sci2121.png,none,http://web.cse.ohio-state.edu/~li.8950/data/image/gistResults/gist-bio784.png
